19:00:44 - 開始處理語言: zh-MO
19:00:44 - 目標業態: enterprises, public_sector, training_institutions
19:00:44 - 跳過空白替換結果 - 公部門: userStudio.noUpload
19:00:44 - 跳過空白替換結果 - 培訓機構: userStudio.noUpload
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.publishTip
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.publishTip
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.publishTip
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.cancelPublishTip
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.cancelPublishTip
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.cancelPublishTip
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.rake
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.rake
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.rake
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.statistics.byStudent
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.statistics.byStudent
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.statistics.byStudent
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.statistics.averageCompletenessRateTip
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.statistics.averageCompletenessRateTip
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.statistics.averageCompletenessRateTip
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.statistics.averageCompletenessRateTip
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.statistics.averageCompletenessRateTip
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.statistics.averageCompletenessRateTip
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.statistics.averageMasteryRateTip
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.statistics.averageMasteryRateTip
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.statistics.averageMasteryRateTip
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.statistics.averageMasteryRateTip
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.statistics.averageMasteryRateTip
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.statistics.averageMasteryRateTip
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.statistics.singleNodeCompletenessRateTip
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.statistics.singleNodeCompletenessRateTip
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.statistics.singleNodeCompletenessRateTip
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.statistics.singleNodeMasteryRateTip
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.statistics.singleNodeMasteryRateTip
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.statistics.singleNodeMasteryRateTip
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.statistics.nodeMasteryRateDescription
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.statistics.nodeMasteryRateDescription
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.statistics.nodeMasteryRateDescription
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.statistics.xjtuNodeCompletenessRateDescription
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.statistics.xjtuNodeCompletenessRateDescription
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.statistics.xjtuNodeCompletenessRateDescription
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.statistics.xjtuSingleNodeCompletenessRateDescription
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.statistics.xjtuSingleNodeCompletenessRateDescription
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.statistics.xjtuSingleNodeCompletenessRateDescription
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.statistics.xjtuNodeMasteryRateDescription
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.statistics.xjtuNodeMasteryRateDescription
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.statistics.xjtuNodeMasteryRateDescription
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.studentCategory
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.studentCategory
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.studentCategory
19:00:44 - 跳過空白替換結果 - 企業: knowledgeGraph.top5MasteryRateStudent
19:00:44 - 跳過空白替換結果 - 公部門: knowledgeGraph.top5MasteryRateStudent
19:00:44 - 跳過空白替換結果 - 培訓機構: knowledgeGraph.top5MasteryRateStudent
19:00:44 - 跳過空白替換結果 - 企業: examMark.markType.student
19:00:44 - 跳過空白替換結果 - 公部門: examMark.markType.student
19:00:44 - 跳過空白替換結果 - 培訓機構: examMark.markType.student
19:00:44 - 跳過空白替換結果 - 企業: examMark.tips
19:00:44 - 跳過空白替換結果 - 公部門: examMark.tips
19:00:44 - 跳過空白替換結果 - 培訓機構: examMark.tips
19:00:44 - 跳過空白替換結果 - 企業: examMark.markStatus.markedByStudent
19:00:44 - 跳過空白替換結果 - 公部門: examMark.markStatus.markedByStudent
19:00:44 - 跳過空白替換結果 - 培訓機構: examMark.markStatus.markedByStudent
19:00:44 - 跳過空白替換結果 - 企業: examMark.markStatus.notMarkedByStudent
19:00:44 - 跳過空白替換結果 - 公部門: examMark.markStatus.notMarkedByStudent
19:00:44 - 跳過空白替換結果 - 培訓機構: examMark.markStatus.notMarkedByStudent
19:00:44 - 跳過空白替換結果 - 企業: examMark.instructorComment
19:00:44 - 跳過空白替換結果 - 公部門: examMark.instructorComment
19:00:44 - 跳過空白替換結果 - 培訓機構: examMark.instructorComment
19:00:44 - 跳過空白替換結果 - 企業: examMark.studentAnswer
19:00:44 - 跳過空白替換結果 - 公部門: examMark.studentAnswer
19:00:44 - 跳過空白替換結果 - 培訓機構: examMark.studentAnswer
19:00:44 - 跳過空白替換結果 - 企業: examMark.studentAttachment
19:00:44 - 跳過空白替換結果 - 公部門: examMark.studentAttachment
19:00:44 - 跳過空白替換結果 - 培訓機構: examMark.studentAttachment
19:00:44 - 跳過空白替換結果 - 企業: learningSpace.courseProject.instructor
19:00:44 - 跳過空白替換結果 - 公部門: learningSpace.courseProject.instructor
19:00:44 - 跳過空白替換結果 - 培訓機構: learningSpace.courseProject.instructor
19:00:44 - 跳過空白替換結果 - 企業: learningSpace.courseProject.notSpecified
19:00:44 - 跳過空白替換結果 - 公部門: learningSpace.courseProject.notSpecified
19:00:44 - 跳過空白替換結果 - 培訓機構: learningSpace.courseProject.notSpecified
19:00:44 - 跳過空白替換結果 - 企業: project.apply.submitTip
19:00:44 - 跳過空白替換結果 - 公部門: project.apply.submitTip
19:00:44 - 跳過空白替換結果 - 培訓機構: project.apply.submitTip
19:00:44 - 跳過空白替換結果 - 企業: project.refactor.enrollmentStat
19:00:44 - 跳過空白替換結果 - 公部門: project.refactor.enrollmentStat
19:00:44 - 跳過空白替換結果 - 培訓機構: project.refactor.enrollmentStat
19:00:44 - 跳過空白替換結果 - 企業: project.refactor.enrollmentStat
19:00:44 - 跳過空白替換結果 - 公部門: project.refactor.enrollmentStat
19:00:44 - 跳過空白替換結果 - 培訓機構: project.refactor.enrollmentStat
19:00:44 - 跳過空白替換結果 - 企業: project.refactor.studentJoinTip
19:00:44 - 跳過空白替換結果 - 公部門: project.refactor.studentJoinTip
19:00:44 - 跳過空白替換結果 - 培訓機構: project.refactor.studentJoinTip
19:00:44 - 跳過空白替換結果 - 企業: project.refactor.groupTip
19:00:44 - 跳過空白替換結果 - 公部門: project.refactor.groupTip
19:00:44 - 跳過空白替換結果 - 培訓機構: project.refactor.groupTip
19:00:44 - 跳過空白替換結果 - 企業: project.refactor.groupTip
19:00:44 - 跳過空白替換結果 - 公部門: project.refactor.groupTip
19:00:44 - 跳過空白替換結果 - 培訓機構: project.refactor.groupTip
19:00:44 - 跳過空白替換結果 - 企業: project.refactor.bulletinTip
19:00:44 - 跳過空白替換結果 - 公部門: project.refactor.bulletinTip
19:00:44 - 跳過空白替換結果 - 培訓機構: project.refactor.bulletinTip
19:00:44 - 跳過空白替換結果 - 企業: project.refactor.bulletinTip
19:00:44 - 跳過空白替換結果 - 公部門: project.refactor.bulletinTip
19:00:44 - 跳過空白替換結果 - 培訓機構: project.refactor.bulletinTip
19:00:44 - 跳過空白替換結果 - 企業: project.refactor.bulletinTip
19:00:44 - 跳過空白替換結果 - 公部門: project.refactor.bulletinTip
19:00:44 - 跳過空白替換結果 - 培訓機構: project.refactor.bulletinTip
19:00:44 - 跳過空白替換結果 - 企業: project.refactor.noGroup
19:00:44 - 跳過空白替換結果 - 公部門: project.refactor.noGroup
19:00:44 - 跳過空白替換結果 - 培訓機構: project.refactor.noGroup
19:00:44 - 跳過空白替換結果 - 企業: project.refactor.groupUsageTip
19:00:44 - 跳過空白替換結果 - 公部門: project.refactor.groupUsageTip
19:00:44 - 跳過空白替換結果 - 培訓機構: project.refactor.groupUsageTip
19:00:44 - 跳過空白替換結果 - 企業: project.refactor.groupUsageTip
19:00:44 - 跳過空白替換結果 - 公部門: project.refactor.groupUsageTip
19:00:44 - 跳過空白替換結果 - 培訓機構: project.refactor.groupUsageTip
19:00:44 - 跳過空白替換結果 - 企業: project.enterCourseError
19:00:44 - 跳過空白替換結果 - 公部門: project.enterCourseError
19:00:44 - 跳過空白替換結果 - 培訓機構: project.enterCourseError
19:00:44 - 跳過空白替換結果 - 企業: project.simulate.adminSimulateTitle
19:00:44 - 跳過空白替換結果 - 公部門: project.simulate.adminSimulateTitle
19:00:44 - 跳過空白替換結果 - 培訓機構: project.simulate.adminSimulateTitle
19:00:44 - 跳過空白替換結果 - 企業: project.simulate.adminSimulateSubTitle
19:00:44 - 跳過空白替換結果 - 公部門: project.simulate.adminSimulateSubTitle
19:00:44 - 跳過空白替換結果 - 培訓機構: project.simulate.adminSimulateSubTitle
19:00:44 - 跳過空白替換結果 - 企業: teachingCalendar.week
19:00:44 - 跳過空白替換結果 - 公部門: teachingCalendar.week
19:00:44 - 跳過空白替換結果 - 培訓機構: teachingCalendar.week
19:00:44 - 跳過空白替換結果 - 企業: teachingCalendar.instructor
19:00:44 - 跳過空白替換結果 - 公部門: teachingCalendar.instructor
19:00:44 - 跳過空白替換結果 - 培訓機構: teachingCalendar.instructor
19:00:44 - 跳過空白替換結果 - 企業: emailTpl.inviteToClass
19:00:44 - 跳過空白替換結果 - 公部門: emailTpl.inviteToClass
19:00:44 - 跳過空白替換結果 - 培訓機構: emailTpl.inviteToClass
19:00:44 - 跳過空白替換結果 - 企業: teamTeaching
19:00:44 - 跳過空白替換結果 - 公部門: teamTeaching
19:00:44 - 跳過空白替換結果 - 培訓機構: teamTeaching
19:00:44 - 跳過空白替換結果 - 企業: homeworkRedo.redoTip
19:00:44 - 跳過空白替換結果 - 公部門: homeworkRedo.redoTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homeworkRedo.redoTip
19:00:44 - 跳過空白替換結果 - 企業: homeworkRedo.confirmTipForStudent
19:00:44 - 跳過空白替換結果 - 公部門: homeworkRedo.confirmTipForStudent
19:00:44 - 跳過空白替換結果 - 培訓機構: homeworkRedo.confirmTipForStudent
19:00:44 - 跳過空白替換結果 - 企業: homeworkRedo.studentRedoMsg1
19:00:44 - 跳過空白替換結果 - 公部門: homeworkRedo.studentRedoMsg1
19:00:44 - 跳過空白替換結果 - 培訓機構: homeworkRedo.studentRedoMsg1
19:00:44 - 跳過空白替換結果 - 企業: homeworkRedo.studentRedoMsg2
19:00:44 - 跳過空白替換結果 - 公部門: homeworkRedo.studentRedoMsg2
19:00:44 - 跳過空白替換結果 - 培訓機構: homeworkRedo.studentRedoMsg2
19:00:44 - 跳過空白替換結果 - 企業: homeworkRedo.hasSoreTip
19:00:44 - 跳過空白替換結果 - 公部門: homeworkRedo.hasSoreTip
19:00:44 - 跳過空白替換結果 - 培訓機構: homeworkRedo.hasSoreTip
19:00:44 - 跳過空白替換結果 - 企業: overviewPage.homework.users
19:00:44 - 跳過空白替換結果 - 公部門: overviewPage.homework.users
19:00:44 - 跳過空白替換結果 - 培訓機構: overviewPage.homework.users
19:00:44 - 跳過空白替換結果 - 企業: overviewPage.exam.users
19:00:44 - 跳過空白替換結果 - 公部門: overviewPage.exam.users
19:00:44 - 跳過空白替換結果 - 培訓機構: overviewPage.exam.users
19:00:44 - 跳過空白替換結果 - 企業: overviewPage.forum.instructorReplyRate
19:00:44 - 跳過空白替換結果 - 公部門: overviewPage.forum.instructorReplyRate
19:00:44 - 跳過空白替換結果 - 培訓機構: overviewPage.forum.instructorReplyRate
19:00:44 - 跳過空白替換結果 - 企業: overviewPage.forum.users
19:00:44 - 跳過空白替換結果 - 公部門: overviewPage.forum.users
19:00:44 - 跳過空白替換結果 - 培訓機構: overviewPage.forum.users
19:00:44 - 跳過空白替換結果 - 企業: overviewPage.forum.totalInstructorPosts
19:00:44 - 跳過空白替換結果 - 公部門: overviewPage.forum.totalInstructorPosts
19:00:44 - 跳過空白替換結果 - 培訓機構: overviewPage.forum.totalInstructorPosts
19:00:44 - 跳過空白替換結果 - 企業: overviewPage.forum.totalStudentPosts
19:00:44 - 跳過空白替換結果 - 公部門: overviewPage.forum.totalStudentPosts
19:00:44 - 跳過空白替換結果 - 培訓機構: overviewPage.forum.totalStudentPosts
19:00:44 - 跳過空白替換結果 - 企業: overviewPage.material.enrollment
19:00:44 - 跳過空白替換結果 - 公部門: overviewPage.material.enrollment
19:00:44 - 跳過空白替換結果 - 培訓機構: overviewPage.material.enrollment
19:00:44 - 跳過空白替換結果 - 企業: overviewPage.weblink.enrollment
19:00:44 - 跳過空白替換結果 - 公部門: overviewPage.weblink.enrollment
19:00:44 - 跳過空白替換結果 - 培訓機構: overviewPage.weblink.enrollment
19:00:44 - 跳過空白替換結果 - 企業: userProfile.welcomeSuffix
19:00:44 - 跳過空白替換結果 - 公部門: userProfile.welcomeSuffix
19:00:44 - 跳過空白替換結果 - 培訓機構: userProfile.welcomeSuffix
19:00:44 - 跳過空白替換結果 - 企業: chaoxingScore.studentName
19:00:44 - 跳過空白替換結果 - 公部門: chaoxingScore.studentName
19:00:44 - 跳過空白替換結果 - 培訓機構: chaoxingScore.studentName
19:00:44 - 跳過空白替換結果 - 企業: questionnaireStat.noData
19:00:44 - 跳過空白替換結果 - 公部門: questionnaireStat.noData
19:00:44 - 跳過空白替換結果 - 培訓機構: questionnaireStat.noData
19:00:44 - 跳過空白替換結果 - 企業: courseScoreSettings.makeUpThresholdTip
19:00:44 - 跳過空白替換結果 - 公部門: courseScoreSettings.makeUpThresholdTip
19:00:44 - 跳過空白替換結果 - 培訓機構: courseScoreSettings.makeUpThresholdTip
19:00:44 - 跳過空白替換結果 - 企業: moduleAndSyllabus.class
19:00:44 - 跳過空白替換結果 - 公部門: moduleAndSyllabus.class
19:00:44 - 跳過空白替換結果 - 培訓機構: moduleAndSyllabus.class
19:00:44 - 跳過空白替換結果 - 企業: combineCourse.step1Tip
19:00:44 - 跳過空白替換結果 - 公部門: combineCourse.step1Tip
19:00:44 - 跳過空白替換結果 - 培訓機構: combineCourse.step1Tip
19:00:44 - 跳過空白替換結果 - 企業: combineCourse.step2Tip
19:00:44 - 跳過空白替換結果 - 公部門: combineCourse.step2Tip
19:00:44 - 跳過空白替換結果 - 培訓機構: combineCourse.step2Tip
19:00:44 - 跳過空白替換結果 - 企業: combineCourse.configureCourseTip
19:00:44 - 跳過空白替換結果 - 公部門: combineCourse.configureCourseTip
19:00:44 - 跳過空白替換結果 - 培訓機構: combineCourse.configureCourseTip
19:00:44 - 跳過空白替換結果 - 企業: combineCourse.configureCourseTip
19:00:44 - 跳過空白替換結果 - 公部門: combineCourse.configureCourseTip
19:00:44 - 跳過空白替換結果 - 培訓機構: combineCourse.configureCourseTip
19:00:44 - 跳過空白替換結果 - 企業: combineCourse.courseNameTip1
19:00:44 - 跳過空白替換結果 - 公部門: combineCourse.courseNameTip1
19:00:44 - 跳過空白替換結果 - 培訓機構: combineCourse.courseNameTip1
19:00:44 - 跳過空白替換結果 - 企業: combineCourse.courseNameTip2
19:00:44 - 跳過空白替換結果 - 公部門: combineCourse.courseNameTip2
19:00:44 - 跳過空白替換結果 - 培訓機構: combineCourse.courseNameTip2
19:00:44 - 跳過空白替換結果 - 企業: combineCourse.courseNameTip2
19:00:44 - 跳過空白替換結果 - 公部門: combineCourse.courseNameTip2
19:00:44 - 跳過空白替換結果 - 培訓機構: combineCourse.courseNameTip2
19:00:44 - 跳過空白替換結果 - 企業: combineCourse.confirmTip
19:00:44 - 跳過空白替換結果 - 公部門: combineCourse.confirmTip
19:00:44 - 跳過空白替換結果 - 培訓機構: combineCourse.confirmTip
19:00:44 - 跳過空白替換結果 - 企業: combineCourse.confirmTip
19:00:44 - 跳過空白替換結果 - 公部門: combineCourse.confirmTip
19:00:44 - 跳過空白替換結果 - 培訓機構: combineCourse.confirmTip
19:00:44 - 跳過空白替換結果 - 企業: combineCourse.combineTip
19:00:44 - 跳過空白替換結果 - 公部門: combineCourse.combineTip
19:00:44 - 跳過空白替換結果 - 培訓機構: combineCourse.combineTip
19:00:44 - 跳過空白替換結果 - 企業: combineCourse.assignClass
19:00:44 - 跳過空白替換結果 - 公部門: combineCourse.assignClass
19:00:44 - 跳過空白替換結果 - 培訓機構: combineCourse.assignClass
19:00:44 - 跳過空白替換結果 - 企業: combineCourse.unassignTip
19:00:44 - 跳過空白替換結果 - 公部門: combineCourse.unassignTip
19:00:44 - 跳過空白替換結果 - 培訓機構: combineCourse.unassignTip
19:00:44 - 跳過空白替換結果 - 企業: vtrs.meeting.participantList
19:00:44 - 跳過空白替換結果 - 公部門: vtrs.meeting.participantList
19:00:44 - 跳過空白替換結果 - 培訓機構: vtrs.meeting.participantList
19:00:44 - 跳過空白替換結果 - 企業: vtrs.trialTeaching.type
19:00:44 - 跳過空白替換結果 - 公部門: vtrs.trialTeaching.type
19:00:44 - 跳過空白替換結果 - 培訓機構: vtrs.trialTeaching.type
19:00:44 - 跳過空白替換結果 - 企業: vtrs.trialTeaching.instructor
19:00:44 - 跳過空白替換結果 - 公部門: vtrs.trialTeaching.instructor
19:00:44 - 跳過空白替換結果 - 培訓機構: vtrs.trialTeaching.instructor
19:00:44 - 跳過空白替換結果 - 企業: learningActivityDelTip
19:00:44 - 跳過空白替換結果 - 公部門: learningActivityDelTip
19:00:44 - 跳過空白替換結果 - 培訓機構: learningActivityDelTip
19:00:44 - 跳過空白替換結果 - 企業: moduleDelMessageTip
19:00:44 - 跳過空白替換結果 - 公部門: moduleDelMessageTip
19:00:44 - 跳過空白替換結果 - 培訓機構: moduleDelMessageTip
19:00:44 - 跳過空白替換結果 - 企業: syllabusDelMessageTip
19:00:44 - 跳過空白替換結果 - 公部門: syllabusDelMessageTip
19:00:44 - 跳過空白替換結果 - 培訓機構: syllabusDelMessageTip
19:00:44 - 跳過空白替換結果 - 企業: coursePreviewTips.studentView
19:00:44 - 跳過空白替換結果 - 公部門: coursePreviewTips.studentView
19:00:44 - 跳過空白替換結果 - 培訓機構: coursePreviewTips.studentView
19:00:44 - 跳過空白替換結果 - 企業: coursePreviewTips.previewMessage
19:00:44 - 跳過空白替換結果 - 公部門: coursePreviewTips.previewMessage
19:00:44 - 跳過空白替換結果 - 培訓機構: coursePreviewTips.previewMessage
19:00:44 - 跳過空白替換結果 - 企業: activity.publishTime.tip
19:00:44 - 跳過空白替換結果 - 公部門: activity.publishTime.tip
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.publishTime.tip
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.homework
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.homework
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.homework
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.exam
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.exam
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.exam
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.forum
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.forum
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.forum
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.lesson
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.lesson
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.lesson
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.common
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.common
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.common
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.material
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.material
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.material
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.interaction
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.interaction
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.interaction
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.weblink
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.weblink
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.weblink
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.page
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.page
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.page
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.questionnaire
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.questionnaire
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.questionnaire
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.scorm
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.scorm
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.scorm
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.onlineVideo
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.onlineVideo
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.onlineVideo
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.vocabulary
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.vocabulary
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.vocabulary
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.virtualExperiment
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.virtualExperiment
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.virtualExperiment
19:00:44 - 跳過空白替換結果 - 企業: activity.startTimeTip.h5Courseware
19:00:44 - 跳過空白替換結果 - 公部門: activity.startTimeTip.h5Courseware
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.startTimeTip.h5Courseware
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.homework
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.homework
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.homework
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.exam
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.exam
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.exam
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.forum
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.forum
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.forum
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.lesson
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.lesson
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.lesson
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.common
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.common
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.common
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.material
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.material
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.material
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.interaction
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.interaction
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.interaction
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.weblink
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.weblink
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.weblink
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.page
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.page
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.page
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.questionnaire
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.questionnaire
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.questionnaire
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.scorm
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.scorm
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.scorm
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.onlineVideo
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.onlineVideo
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.onlineVideo
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.vocabulary
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.vocabulary
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.vocabulary
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.virtualExperiment
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.virtualExperiment
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.virtualExperiment
19:00:44 - 跳過空白替換結果 - 企業: activity.endTimeTip.h5Courseware
19:00:44 - 跳過空白替換結果 - 公部門: activity.endTimeTip.h5Courseware
19:00:44 - 跳過空白替換結果 - 培訓機構: activity.endTimeTip.h5Courseware
19:00:44 - 跳過空白替換結果 - 企業: v3.homePage.flipClassroom.description
19:00:44 - 跳過空白替換結果 - 公部門: v3.homePage.flipClassroom.description
19:00:44 - 跳過空白替換結果 - 培訓機構: v3.homePage.flipClassroom.description
19:00:44 - 跳過空白替換結果 - 企業: v3.homePage.effectiveTeaching.description
19:00:44 - 跳過空白替換結果 - 公部門: v3.homePage.effectiveTeaching.description
19:00:44 - 跳過空白替換結果 - 培訓機構: v3.homePage.effectiveTeaching.description
19:00:44 - 跳過空白替換結果 - 企業: v3.homePage.effectiveTeaching.description
19:00:44 - 跳過空白替換結果 - 公部門: v3.homePage.effectiveTeaching.description
19:00:44 - 跳過空白替換結果 - 培訓機構: v3.homePage.effectiveTeaching.description
19:00:44 - 跳過空白替換結果 - 企業: v3.homePage.feedBack.tkuComment
19:00:44 - 跳過空白替換結果 - 公部門: v3.homePage.feedBack.tkuComment
19:00:44 - 跳過空白替換結果 - 培訓機構: v3.homePage.feedBack.tkuComment
19:00:44 - 跳過空白替換結果 - 企業: v3.homePage.feedBack.ttuComment
